// Melia
// Database file
// 
// This file is mostly for reference, as the client controls which
// abilities appear as learnable, and under which conditions.
// 
// Values: category, jobId, abilityId, [name], maxLevel, [price, time | priceTime], unlock
//---------------------------------------------------------------------------

[
// Warrior
//---------------------------------------------------------------------------
{ category: "Warrior", jobId: 1001, abilityId: 10000, name: "Weapon Swap", maxLevel: 1, price: 100, time: 1, unlock: 'UNLOCK_ABIL_CIRCLE("Char1_1", 2)' },
{ category: "Warrior", jobId: 1001, abilityId: 10012, name: "Cloth Mastery: Magic", maxLevel: 50, priceTime: 'ABIL_MASTERY_PRICE', unlock: '' },
{ category: "Warrior", jobId: 1001, abilityId: 10013, name: "Leather Mastery: Dexterity", maxLevel: 50, priceTime: 'ABIL_MASTERY_PRICE', unlock: '' },
{ category: "Warrior", jobId: 1001, abilityId: 10014, name: "Plate Mastery: Defense", maxLevel: 50, priceTime: 'ABIL_MASTERY_PRICE', unlock: '' },
{ category: "Corsair", jobId: 1008, abilityId: 109005, name: "Dust Devil: Enhance", maxLevel: 100, priceTime: 'ABIL_5RANK_PRICE', unlock: 'UNLOCK_ABIL_CIRCLE("Char1_8", 1)' },
{ category: "Corsair", jobId: 1008, abilityId: 109006, name: "Hexen Dropper: Enhance", maxLevel: 100, priceTime: 'ABIL_6RANK_PRICE', unlock: 'UNLOCK_ABIL_CIRCLE("Char1_8", 2)' },
{ category: "Corsair", jobId: 1008, abilityId: 109007, name: "Jolly Roger: Unity", maxLevel: 5, priceTime: 'ABIL_5RANK_NORMAL_PRICE', unlock: 'UNLOCK_ABIL_SKILL("Corsair_JollyRoger", 2)' },
{ category: "Corsair", jobId: 1008, abilityId: 109009, name: "Pistol Shot: Enhance", maxLevel: 100, priceTime: 'ABIL_7RANK_PRICE', unlock: 'UNLOCK_ABIL_CIRCLE("Char1_8", 3)' },
{ category: "Corsair", jobId: 1008, abilityId: 109010, name: "Pistol Shot: Ricochet", maxLevel: 10, priceTime: 'ABIL_7RANK_BUFF_PRICE', unlock: 'UNLOCK_ABIL_CIRCLE("Char1_8", 3)' },
{ category: "Corsair", jobId: 1008, abilityId: 109011, name: "Pillaging", maxLevel: 1, priceTime: 'ABIL_5RANK_NORMAL_PRICE', unlock: 'UNLOCK_ABIL_CIRCLE("Char1_8", 1)' },
{ category: "Corsair", jobId: 1008, abilityId: 109012, name: "Impale Dagger: Enhance", maxLevel: 100, priceTime: 'ABIL_7RANK_PRICE', unlock: 'UNLOCK_ABIL_CIRCLE("Char1_8", 3)' },

// Doppelsoeldner
//---------------------------------------------------------------------------
{ category: "Doppelsoeldner", jobId: 1009, abilityId: 10002, name: "Use Two-handed Swords", maxLevel: 1, price: 0, time: 1, unlock: 'UNLOCK_ABIL_CIRCLE("Char1_9", 1)' },
{ category: "Doppelsoeldner", jobId: 1009, abilityId: 111001, name: "Cyclone: Enhance", maxLevel: 100, priceTime: 'ABIL_6RANK_PRICE', unlock: 'UNLOCK_ABIL_CIRCLE("Char1_9", 1)' },
{ category: "Doppelsoeldner", jobId: 1009, abilityId: 111002, name: "Mordschlag: Enhance", maxLevel: 100, priceTime: 'ABIL_6RANK_PRICE', unlock: 'UNLOCK_ABIL_CIRCLE("Char1_9", 1)' },
{ category: "Doppelsoeldner", jobId: 1009, abilityId: 111003, name: "Punish: Enhance", maxLevel: 100, priceTime: 'ABIL_6RANK_PRICE', unlock: 'UNLOCK_ABIL_CIRCLE("Char1_9", 1)' },
{ category: "Doppelsoeldner", jobId: 1009, abilityId: 111004, name: "Cyclone: Movement", maxLevel: 1, priceTime: 'ABIL_6RANK_NORMAL_PRICE', unlock: 'UNLOCK_ABIL_CIRCLE("Char1_9", 1)' },
{ category: "Doppelsoeldner", jobId: 1009, abilityId: 111005, name: "Double Pay Earn: Damage Taken", maxLevel: 1, priceTime: 'ABIL_6RANK_NORMAL_PRICE', unlock: 'UNLOCK_ABIL_CIRCLE("Char1_9", 1)' },
{ category: "Doppelsoeldner", jobId: 1009, abilityId: 111006, name: "Mordschlag: Cloth Armor", maxLevel: 1, priceTime: 'ABIL_6RANK_NORMAL_PRICE', unlock: 'UNLOCK_ABIL_CIRCLE("Char1_9", 1)' },
{ category: "Doppelsoeldner", jobId: 1009, abilityId: 111008, name: "Zornhau: Enhance", maxLevel: 100, priceTime: 'ABIL_7RANK_PRICE', unlock: 'UNLOCK_ABIL_CIRCLE("Char1_9", 2)' },
{ category: "Doppelsoeldner", jobId: 1009, abilityId: 111009, name: "Redel: Enhance", maxLevel: 100, priceTime: 'ABIL_7RANK_PRICE', unlock: 'UNLOCK_ABIL_CIRCLE("Char1_9", 2)' },
{ category: "Doppelsoeldner", jobId: 1009, abilityId: 111010, name: "Zucken: Enhance", maxLevel: 100, priceTime: 'ABIL_7RANK_PRICE', unlock: 'UNLOCK_ABIL_CIRCLE("Char1_9", 2)' },
{ category: "Doppelsoeldner", jobId: 1009, abilityId: 111011, name: "Cyclone: Resistance", maxLevel: 5, priceTime: 'ABIL_6RANK_NORMAL_PRICE', unlock: 'UNLOCK_ABIL_SKILL("Doppelsoeldner_Cyclone", 3)' },
{ category: "Doppelsoeldner", jobId: 1009, abilityId: 111012, name: "Zwerchhau: Enhance", maxLevel: 100, priceTime: 'ABIL_8RANK_PRICE', unlock: 'UNLOCK_ABIL_CIRCLE("Char1_9", 3)' },
{ category: "Doppelsoeldner", jobId: 1009, abilityId: 111013, name: "Sturtzhau: Enhance", maxLevel: 100, priceTime: 'ABIL_8RANK_PRICE', unlock: 'UNLOCK_ABIL_CIRCLE("Char1_9", 3)' },
{ category: "Doppelsoeldner", jobId: 1009, abilityId: 111014, name: "Zucken: Multi Cuts", maxLevel: 1, priceTime: 'ABIL_DOPPELSOELDNER20_PRICE', unlock: 'UNLOCK_ABIL_SKILL("Doppelsoeldner_Zucken", 6)' },
{ category: "Doppelsoeldner", jobId: 1009, abilityId: 111015, name: "Redel: Multi Cuts", maxLevel: 1, priceTime: 'ABIL_DOPPELSOELDNER20_PRICE', unlock: 'UNLOCK_ABIL_SKILL("Doppelsoeldner_Redel", 6)' },
{ category: "Doppelsoeldner", jobId: 1009, abilityId: 111016, name: "Zornhau: Deep Cut", maxLevel: 3, priceTime: 'ABIL_8RANK_NORMAL_PRICE', unlock: 'UNLOCK_ABIL_SKILL("Doppelsoeldner_Zornhau", 6)' },
{ category: "Doppelsoeldner", jobId: 1009, abilityId: 111017, name: "Punish: Earthquake", maxLevel: 1, priceTime: 'ABIL_8RANK_NORMAL_PRICE', unlock: 'UNLOCK_ABIL_CIRCLE("Char1_9", 3)' },

// Rodelero
//---------------------------------------------------------------------------
{ category: "Rodelero", jobId: 1010, abilityId: 102015, name: "Peltasta: Guard", maxLevel: 1, price: 1, time: 1, unlock: 'UNLOCK_ABIL_CIRCLE("Char1_10", 1)' },
{ category: "Rodelero", jobId: 1010, abilityId: 106001, name: "Shield Charge: Enhance", maxLevel: 100, priceTime: 'ABIL_4RANK_PRICE', unlock: 'UNLOCK_ABIL_CIRCLE("Char1_10", 1)' },
{ category: "Rodelero", jobId: 1010, abilityId: 106004, name: "Montano: Enhance", maxLevel: 100, priceTime: 'ABIL_4RANK_PRICE', unlock: 'UNLOCK_ABIL_CIRCLE("Char1_10", 1)' },
{ category: "Rodelero", jobId: 1010, abilityId: 106007, name: "Targe Smash: Enhance", maxLevel: 100, priceTime: 'ABIL_4RANK_PRICE', unlock: 'UNLOCK_ABIL_CIRCLE("Char1_10", 1)' },
{ category: "Rodelero", jobId: 1010, abilityId: 106010, name: "Shield Push: Enhance", maxLevel: 100, priceTime: 'ABIL_4RANK_PRICE', unlock: 'UNLOCK_ABIL_CIRCLE("Char1_10", 1)' },
{ category: "Rodelero", jobId: 1010, abilityId: 106013, name: "Targe Smash: Frozen Stone", maxLevel: 5, priceTime: 'ABIL_4RANK_NORMAL_PRICE', unlock: 'UNLOCK_ABIL_CIRCLE("Char1_10", 1)' },
{ category: "Rodelero", jobId: 1010, abilityId: 106014, name: "Montano: Size Slow", maxLevel: 2, priceTime: 'ABIL_4RANK_NORMAL_PRICE', unlock: 'UNLOCK_ABIL_CIRCLE("Char1_10", 1)' },
{ category: "Rodelero", jobId: 1010, abilityId: 106015, name: "Targe Smash: Burn", maxLevel: 3, priceTime: 'ABIL_5RANK_NORMAL_PRICE', unlock: 'UNLOCK_ABIL_CIRCLE("Char1_10", 2)' },
{ category: "Rodelero", jobId: 1010, abilityId: 106016, name: "Shooting Star: Enhance", maxLevel: 100, priceTime: 'ABIL_6RANK_PRICE', unlock: 'UNLOCK_ABIL_CIRCLE("Char1_10", 3)' },
{ category: "Rodelero", jobId: 1010, abilityId: 106017, name: "Slithering: Enhance", maxLevel: 100, priceTime: 'ABIL_5RANK_PRICE', unlock: 'UNLOCK_ABIL_CIRCLE("Char1_10", 2)' },
{ category: "Rodelero", jobId: 1010, abilityId: 106018, name: "Shield Push: Duration", maxLevel: 5, priceTime: 'ABIL_5RANK_NORMAL_PRICE', unlock: 'UNLOCK_ABIL_CIRCLE("Char1_10", 2)' },
{ category: "Rodelero", jobId: 1010, abilityId: 106019, name: "Shield Shoving: Enhance", maxLevel: 100, priceTime: 'ABIL_4RANK_PRICE', unlock: 'UNLOCK_ABIL_CIRCLE("Char1_10", 1)' },
{ category: "Rodelero", jobId: 1010, abilityId: 106020, name: "Shield Bash: Enhance", maxLevel: 100, priceTime: 'ABIL_5RANK_PRICE', unlock: 'UNLOCK_ABIL_CIRCLE("Char1_10", 2)' },
{ category: "Rodelero", jobId: 1010, abilityId: 106021, name: "High Kick: Enhance", maxLevel: 100, priceTime: 'ABIL_6RANK_PRICE', unlock: 'UNLOCK_ABIL_CIRCLE("Char1_10", 3)' },
{ category: "Rodelero", jobId: 1010, abilityId: 106022, name: "Slithering: Additional Damage", maxLevel: 5, priceTime: 'ABIL_RODELERO29_PRICE', unlock: 'UNLOCK_ABIL_CIRCLE("Char1_10", 2)' },
{ category: "Rodelero", jobId: 1010, abilityId: 106023, name: "Targe Smash: Remove Knockback", maxLevel: 1, priceTime: 'ABIL_CATAPHRACT28_PRICE', unlock: 'UNLOCK_ABIL_CIRCLE("Char1_10", 1)' },

// Squire
//---------------------------------------------------------------------------
{ category: "Squire", jobId: 1011, abilityId: 108001, name: "Arrest: Slow", maxLevel: 5, priceTime: 'ABIL_5RANK_NORMAL_PRICE', unlock: 'UNLOCK_ABIL_CIRCLE("Char1_11", 1)' },
{ category: "Squire", jobId: 1011, abilityId: 108002, name: "Weapon Maintenance: Increased Count", maxLevel: 100, priceTime: 'ABIL_SQUIRE_TOUCHUP_PRICE', unlock: 'UNLOCK_ABIL_SKILL("Squire_WeaponTouchUp", 3)' },
{ category: "Squire", jobId: 1011, abilityId: 108003, name: "Armor Maintenance: Increased Count", maxLevel: 100, priceTime: 'ABIL_SQUIRE_TOUCHUP_PRICE', unlock: 'UNLOCK_ABIL_SKILL("Squire_ArmorTouchUp", 3)' },
{ category: "Squire", jobId: 1011, abilityId: 108004, name: "Refreshment Table: Salad", maxLevel: 10, priceTime: 'ABIL_SQUIRE_FOODTABLE_PRICE', unlock: 'UNLOCK_ABIL_CIRCLE("Char1_11", 2)' },
{ category: "Squire", jobId: 1011, abilityId: 108005, name: "Refreshment Table: Sandwich", maxLevel: 10, priceTime: 'ABIL_SQUIRE_FOODTABLE_PRICE', unlock: 'UNLOCK_ABIL_CIRCLE("Char1_11", 2)' },
{ category: "Squire", jobId: 1011, abilityId: 108006, name: "Refreshment Table: Soup", maxLevel: 10, priceTime: 'ABIL_SQUIRE_FOODTABLE_PRICE', unlock: 'UNLOCK_ABIL_CIRCLE("Char1_11", 2)' },
{ category: "Squire", jobId: 1011, abilityId: 108007, name: "Refreshment Table: Yogurt", maxLevel: 10, priceTime: 'ABIL_SQUIRE_FOODTABLE_PRICE', unlock: 'UNLOCK_ABIL_CIRCLE("Char1_11", 2)' },
{ category: "Squire", jobId: 1011, abilityId: 108008, name: "Arrest: Defense Weakened", maxLevel: 5, priceTime: 'ABIL_5RANK_NORMAL_PRICE', unlock: 'UNLOCK_ABIL_CIRCLE("Char1_11", 1)' },
{ category: "Squire", jobId: 1011, abilityId: 108009, name: "Repair: Service", maxLevel: 5, priceTime: 'ABIL_5RANK_NORMAL_PRICE', unlock: 'UNLOCK_ABIL_CIRCLE("Char1_11", 1)' },
{ category: "Squire", jobId: 1011, abilityId: 108010, name: "Deadly Combo: Enhance", maxLevel: 100, priceTime: 'ABIL_7RANK_PRICE', unlock: 'UNLOCK_ABIL_CIRCLE("Char1_11", 3)' },

// Murmillo
//---------------------------------------------------------------------------
{ category: "Murmillo", jobId: 1012, abilityId: 102015, name: "Peltasta: Guard", maxLevel: 1, price: 1, time: 1, unlock: 'UNLOCK_ABIL_CIRCLE("Char1_12", 1)' },
{ category: "Murmillo", jobId: 1012, abilityId: 115001, name: "Murmillo: Enhanced Manica", maxLevel: 10, priceTime: 'ABIL_8RANK_BUFF_PRICE', unlock: 'UNLOCK_ABIL_CIRCLE("Char1_12", 1)' },
{ category: "Murmillo", jobId: 1012, abilityId: 115002, name: "Frenzied Slash: Enhance", maxLevel: 100, priceTime: 'ABIL_8RANK_PRICE', unlock: 'UNLOCK_ABIL_CIRCLE("Char1_12", 1)' },
{ category: "Murmillo", jobId: 1012, abilityId: 115003, name: "Evade Thrust: Enhance", maxLevel: 100, priceTime: 'ABIL_8RANK_PRICE', unlock: 'UNLOCK_ABIL_CIRCLE("Char1_12", 1)' },
{ category: "Murmillo", jobId: 1012, abilityId: 115004, name: "Evade Thrust: Bleed", maxLevel: 5, priceTime: 'ABIL_8RANK_NORMAL_PRICE', unlock: 'UNLOCK_ABIL_CIRCLE("Char1_12", 1)' },
{ category: "Murmillo", jobId: 1012, abilityId: 115005, name: "Headbutt: Enhance", maxLevel: 100, priceTime: 'ABIL_8RANK_PRICE', unlock: 'UNLOCK_ABIL_CIRCLE("Char1_12", 1)' },
{ category: "Murmillo", jobId: 1012, abilityId: 115008, name: "Enhanced Peltasta Shield Attack", maxLevel: 10, priceTime: 'ABIL_8RANK_BUFF_PRICE', unlock: 'UNLOCK_ABIL_CIRCLE("Char1_12", 1)' },
{ category: "Murmillo", jobId: 1012, abilityId: 115009, name: "Scutum Hit: Enhance", maxLevel: 100, priceTime: 'ABIL_8RANK_PRICE', unlock: 'UNLOCK_ABIL_CIRCLE("Char1_12", 1)' },
{ category: "Murmillo", jobId: 1012, abilityId: 115010, name: "Headbutt: Additional Damage", maxLevel: 5, priceTime: 'ABIL_8RANK_NORMAL_PRICE', unlock: 'UNLOCK_ABIL_CIRCLE("Char1_12", 1)' },
{ category: "Murmillo", jobId: 1012, abilityId: 115011, name: "Scutum Hit: Stun", maxLevel: 3, priceTime: 'ABIL_8RANK_NORMAL_PRICE', unlock: 'UNLOCK_ABIL_CIRCLE("Char1_12", 1)' },
{ category: "Murmillo", jobId: 1012, abilityId: 115012, name: "Enhanced Rodelero Shield Attack", maxLevel: 10, priceTime: 'ABIL_8RANK_BUFF_PRICE', unlock: 'UNLOCK_ABIL_CIRCLE("Char1_12", 1)' },
{ category: "Murmillo", jobId: 1012, abilityId: 115013, name: "Repeated Hits Attack Boost", maxLevel: 10, priceTime: 'ABIL_8RANK_BUFF_PRICE', unlock: 'UNLOCK_ABIL_CIRCLE("Char1_12", 1)' },
{ category: "Murmillo", jobId: 1012, abilityId: 115014, name: "Enhanced Hoplite Shield Attack", maxLevel: 10, priceTime: 'ABIL_8RANK_BUFF_PRICE', unlock: 'UNLOCK_ABIL_CIRCLE("Char1_12", 1)' },
{ category: "Murmillo", jobId: 1012, abilityId: 115015, name: "Shield Train: Enhance", maxLevel: 100, priceTime: 'ABIL_9RANK_PRICE', unlock: 'UNLOCK_ABIL_CIRCLE("Char1_12", 2)' },
{ category: "Murmillo", jobId: 1012, abilityId: 115016, name: "Scutum Hit: Wide Area Attack", maxLevel: 1, priceTime: 'ABIL_9RANK_NORMAL_PRICE', unlock: 'UNLOCK_ABIL_CIRCLE("Char1_12", 2)' },

// Shinobi
//---------------------------------------------------------------------------
{ category: "Shinobi", jobId: 1013, abilityId: 10018, name: "Increased Maximum Weight", maxLevel: 10, priceTime: 'ABIL_MASTERY_PRICE', unlock: 'UNLOCK_ABIL_CIRCLE("Char1_13", 1)' },
{ category: "Shinobi", jobId: 1013, abilityId: 113001, name: "Kunai: Enhance", maxLevel: 100, priceTime: 'ABIL_7RANK_PRICE', unlock: 'UNLOCK_ABIL_CIRCLE("Char1_13", 1)' },
{ category: "Shinobi", jobId: 1013, abilityId: 113002, name: "Katon no Jutsu: Enhance", maxLevel: 100, priceTime: 'ABIL_7RANK_PRICE', unlock: 'UNLOCK_ABIL_CIRCLE("Char1_13", 1)' },
{ category: "Shinobi", jobId: 1013, abilityId: 113003, name: "Mijin no Jutsu: Enhance", maxLevel: 100, priceTime: 'ABIL_7RANK_PRICE', unlock: 'UNLOCK_ABIL_CIRCLE("Char1_13", 1)' },
{ category: "Shinobi", jobId: 1013, abilityId: 113004, name: "Mijin no Jutsu: Stealth", maxLevel: 3, priceTime: 'ABIL_7RANK_NORMAL_PRICE', unlock: 'UNLOCK_ABIL_CIRCLE("Char1_13", 1)' },
{ category: "Shinobi", jobId: 1013, abilityId: 113005, name: "Katon no Jutsu: Stealth", maxLevel: 4, priceTime: 'ABIL_7RANK_NORMAL_PRICE', unlock: 'UNLOCK_ABIL_CIRCLE("Char1_13", 1)' },
{ category: "Shinobi", jobId: 1013, abilityId: 113006, name: "Bunshin no Jutsu: Endurance", maxLevel: 4, priceTime: 'ABIL_7RANK_NORMAL_PRICE', unlock: 'UNLOCK_ABIL_CIRCLE("Char1_13", 1)' },
{ category: "Shinobi", jobId: 1013, abilityId: 113007, name: "Mokuton no Jutsu: Bind", maxLevel: 5, priceTime: 'ABIL_7RANK_NORMAL_PRICE', unlock: 'UNLOCK_ABIL_CIRCLE("Char1_13", 1)' },
{ category: "Shinobi", jobId: 1013, abilityId: 113009, name: "Shinobi: Ninja Walk", maxLevel: 1, priceTime: 'ABIL_SHINOBIARUKI_PRICE', unlock: 'UNLOCK_ABIL_CIRCLE("Char1_13", 1)' },
{ category: "Shinobi", jobId: 1013, abilityId: 113010, name: "Kunai: Deadly Dagger", maxLevel: 1, priceTime: 'ABIL_7RANK_NORMAL_PRICE', unlock: 'UNLOCK_ABIL_CIRCLE("Char1_13", 1)' },

// Fencer
//---------------------------------------------------------------------------
{ category: "Fencer", jobId: 1014, abilityId: 10017, name: "Use Rapiers", maxLevel: 1, price: 0, time: 1, unlock: 'UNLOCK_ABIL_CIRCLE("Char1_14", 1)' },
{ category: "Fencer", jobId: 1014, abilityId: 112001, name: "Rapier Master: Pierce", maxLevel: 5, priceTime: 'ABIL_MASTERY_PRICE', unlock: 'UNLOCK_ABIL_CIRCLE("Char1_14", 1)' },
{ category: "Fencer", jobId: 1014, abilityId: 112002, name: "Attaque Composee: Enhance", maxLevel: 100, priceTime: 'ABIL_7RANK_PRICE', unlock: 'UNLOCK_ABIL_CIRCLE("Char1_14", 2)' },
{ category: "Fencer", jobId: 1014, abilityId: 112003, name: "Lunge: Enhance", maxLevel: 100, priceTime: 'ABIL_6RANK_PRICE', unlock: 'UNLOCK_ABIL_CIRCLE("Char1_14", 1)' },
{ category: "Fencer", jobId: 1014, abilityId: 112004, name: "Sept Etoiles: Enhance", maxLevel: 100, priceTime: 'ABIL_6RANK_PRICE', unlock: 'UNLOCK_ABIL_CIRCLE("Char1_14", 1)' },
{ category: "Fencer", jobId: 1014, abilityId: 112005, name: "Attaque Coquille: Enhance", maxLevel: 100, priceTime: 'ABIL_6RANK_PRICE', unlock: 'UNLOCK_ABIL_CIRCLE("Char1_14", 1)' },
{ category: "Fencer", jobId: 1014, abilityId: 112006, name: "Esquive Toucher: Enhance", maxLevel: 100, priceTime: 'ABIL_6RANK_PRICE', unlock: 'UNLOCK_ABIL_CIRCLE("Char1_14", 1)' },
{ category: "Fencer", jobId: 1014, abilityId: 112007, name: "Flanconnade: Enhance", maxLevel: 100, priceTime: 'ABIL_6RANK_PRICE', unlock: 'UNLOCK_ABIL_CIRCLE("Char1_14", 1)' },
{ category: "Fencer", jobId: 1014, abilityId: 112008, name: "Balestra Fente: Enhance", maxLevel: 100, priceTime: 'ABIL_8RANK_PRICE', unlock: 'UNLOCK_ABIL_CIRCLE("Char1_14", 3)' },
{ category: "Fencer", jobId: 1014, abilityId: 112009, name: "Attaque au Fer: Enhance", maxLevel: 100, priceTime: 'ABIL_8RANK_PRICE', unlock: 'UNLOCK_ABIL_CIRCLE("Char1_14", 3)' },

// Dragoon
//---------------------------------------------------------------------------
{ category: "Dragoon", jobId: 1015, abilityId: 10003, name: "Use One-handed Spears", maxLevel: 1, price: 0, time: 1, unlock: 'UNLOCK_ABIL_CIRCLE("Char1_15", 1)' },
{ category: "Dragoon", jobId: 1015, abilityId: 10004, name: "Use Two-handed Spears", maxLevel: 1, price: 0, time: 1, unlock: 'UNLOCK_ABIL_CIRCLE("Char1_15", 1)' },
{ category: "Dragoon", jobId: 1015, abilityId: 114001, name: "Dragontooth: Enhance", maxLevel: 100, priceTime: 'ABIL_7RANK_PRICE', unlock: 'UNLOCK_ABIL_CIRCLE("Char1_15", 1)' },
{ category: "Dragoon", jobId: 1015, abilityId: 114003, name: "Serpentine: Enhance", maxLevel: 100, priceTime: 'ABIL_7RANK_PRICE', unlock: 'UNLOCK_ABIL_CIRCLE("Char1_15", 1)' },
{ category: "Dragoon", jobId: 1015, abilityId: 114004, name: "Serpentine: Bleeding", maxLevel: 5, priceTime: 'ABIL_7RANK_NORMAL_PRICE', unlock: 'UNLOCK_ABIL_CIRCLE("Char1_15", 1)' },
{ category: "Dragoon", jobId: 1015, abilityId: 114005, name: "Gae Bulg: Enhance", maxLevel: 100, priceTime: 'ABIL_7RANK_PRICE', unlock: 'UNLOCK_ABIL_CIRCLE("Char1_15", 1)' },
{ category: "Dragoon", jobId: 1015, abilityId: 114006, name: "Gae Bulg: Defense Zone", maxLevel: 1, priceTime: 'ABIL_7RANK_NORMAL_PRICE', unlock: 'UNLOCK_ABIL_SKILL("Dragoon_Gae_Bulg", 5)' },
{ category: "Dragoon", jobId: 1015, abilityId: 114007, name: "Gae Bulg: Attack Zone", maxLevel: 1, priceTime: 'ABIL_7RANK_NORMAL_PRICE', unlock: 'UNLOCK_ABIL_SKILL("Dragoon_Gae_Bulg", 5)' },
{ category: "Dragoon", jobId: 1015, abilityId: 114008, name: "Dragon Soar: Enhance", maxLevel: 100, priceTime: 'ABIL_7RANK_PRICE', unlock: 'UNLOCK_ABIL_CIRCLE("Char1_15", 1)' },
{ category: "Dragoon", jobId: 1015, abilityId: 114009, name: "Dragon Soar: Shock", maxLevel: 5, priceTime: 'ABIL_7RANK_NORMAL_PRICE', unlock: 'UNLOCK_ABIL_CIRCLE("Char1_15", 1)' },
{ category: "Dragoon", jobId: 1015, abilityId: 114010, name: "Two-handed Spear Mastery: Big Game Hunter", maxLevel: 5, priceTime: 'ABIL_MASTERY_PRICE', unlock: 'UNLOCK_ABIL_CIRCLE("Char1_15", 1)' },
{ category: "Dragoon", jobId: 1015, abilityId: 114011, name: "Dethrone: Enhance", maxLevel: 100, priceTime: 'ABIL_8RANK_PRICE', unlock: 'UNLOCK_ABIL_CIRCLE("Char1_15", 2)' },
{ category: "Dragoon", jobId: 1015, abilityId: 114012, name: "Serpentine: Additional Damage", maxLevel: 1, priceTime: 'ABIL_8RANK_NORMAL_PRICE', unlock: 'UNLOCK_ABIL_CIRCLE("Char1_15", 2)' },
{ category: "Dragoon", jobId: 1015, abilityId: 114014, name: "Dethrone: Remove Knockback", maxLevel: 1, priceTime: 'ABIL_CATAPHRACT30_PRICE', unlock: 'UNLOCK_ABIL_CIRCLE("Char1_15", 2)' },
{ category: "Dragoon", jobId: 1015, abilityId: 114015, name: "Dragon Fall: Enhance", maxLevel: 100, priceTime: 'ABIL_9RANK_PRICE', unlock: 'UNLOCK_ABIL_CIRCLE("Char1_15", 3)' },
{ category: "Dragoon", jobId: 1015, abilityId: 114016, name: "Dragon Soar: Ascension", maxLevel: 1, priceTime: 'ABIL_7RANK_NORMAL_PRICE', unlock: 'UNLOCK_ABIL_SKILL("Dragoon_Dragon_Soar", 11)' },
{ category: "Dragoon", jobId: 1015, abilityId: 114017, name: "Gae Bulg: Retrieve", maxLevel: 1, priceTime: 'ABIL_9RANK_NORMAL_PRICE', unlock: 'UNLOCK_ABIL_CIRCLE("Char1_15", 3)' },
{ category: "Dragoon", jobId: 1015, abilityId: 114018, name: "Dragon Fall: Counterweight", maxLevel: 1, priceTime: 'ABIL_9RANK_NORMAL_PRICE', unlock: 'UNLOCK_ABIL_CIRCLE("Char1_15", 3)' },

// Templar
//---------------------------------------------------------------------------
{ category: "Templar", jobId: 1016, abilityId: 117001, name: "Mortal Slash: Enhance", maxLevel: 100, priceTime: 'ABIL_8RANK_PRICE', unlock: 'UNLOCK_ABIL_CIRCLE("Char1_16", 2)' },
{ category: "Templar", jobId: 1016, abilityId: 117002, name: "Buff Share: Increased Range", maxLevel: 1, priceTime: 'ABIL_8RANK_NORMAL_PRICE', unlock: 'UNLOCK_ABIL_CIRCLE("Char1_16", 2)' },
{ category: "Templar", jobId: 1016, abilityId: 117003, name: "Mortal Slash: Command", maxLevel: 1, priceTime: 'ABIL_9RANK_NORMAL_PRICE', unlock: 'UNLOCK_ABIL_CIRCLE("Char1_16", 3)' },

// Lancer
//---------------------------------------------------------------------------
{ category: "Lancer", jobId: 1017, abilityId: 10004, name: "Use Two-handed Spears", maxLevel: 1, price: 0, time: 1, unlock: 'UNLOCK_ABIL_CIRCLE("Char1_17", 1)' },
{ category: "Lancer", jobId: 1017, abilityId: 10016, name: "Companion Riding", maxLevel: 1, price: 0, time: 1, unlock: 'UNLOCK_ABIL_CIRCLE("Char1_17", 1)' },
{ category: "Lancer", jobId: 1017, abilityId: 116001, name: "Lancer: Knockdown Chance", maxLevel: 30, priceTime: 'ABIL_8RANK_BUFF_PRICE', unlock: 'UNLOCK_ABIL_CIRCLE("Char1_17", 1)' },
{ category: "Lancer", jobId: 1017, abilityId: 116002, name: "Crush: Enhance", maxLevel: 100, priceTime: 'ABIL_8RANK_PRICE', unlock: 'UNLOCK_ABIL_CIRCLE("Char1_17", 1)' },
{ category: "Lancer", jobId: 1017, abilityId: 116003, name: "Crush: Destroy Equipment", maxLevel: 5, priceTime: 'ABIL_8RANK_NORMAL_PRICE', unlock: 'UNLOCK_ABIL_CIRCLE("Char1_17", 1)' },
{ category: "Lancer", jobId: 1017, abilityId: 116006, name: "Joust: Enhance", maxLevel: 100, priceTime: 'ABIL_8RANK_PRICE', unlock: 'UNLOCK_ABIL_CIRCLE("Char1_17", 1)' },
{ category: "Lancer", jobId: 1017, abilityId: 116007, name: "Unhorsing: Enhance", maxLevel: 100, priceTime: 'ABIL_8RANK_PRICE', unlock: 'UNLOCK_ABIL_CIRCLE("Char1_17", 1)' },
{ category: "Lancer", jobId: 1017, abilityId: 116008, name: "Quintain: Enhance", maxLevel: 100, priceTime: 'ABIL_8RANK_PRICE', unlock: 'UNLOCK_ABIL_CIRCLE("Char1_17", 1)' },
{ category: "Lancer", jobId: 1017, abilityId: 116009, name: "Rhongomiant: Enhance", maxLevel: 100, priceTime: 'ABIL_9RANK_PRICE', unlock: 'UNLOCK_ABIL_CIRCLE("Char1_17", 2)' },
{ category: "Lancer", jobId: 1017, abilityId: 116010, name: "Rhongomiant: Stun", maxLevel: 5, priceTime: 'ABIL_9RANK_NORMAL_PRICE', unlock: 'UNLOCK_ABIL_CIRCLE("Char1_17", 2)' },
