// Melia
// Database file
// 
// Values: id, className, category, name
//---------------------------------------------------------------------------

[
{ id: 1001, className: "RankTest1", category: "Ranking Test", name: "Test Ranking" },
{ id: 9013, className: "WEEKLY_BOSS_RANK_13", category: "Ranking", name: "Night Punisher" },
{ id: 9014, className: "WEEKLY_BOSS_RANK_14", category: "Ranking", name: "Trinity Bear" },
{ id: 9015, className: "WEEKLY_BOSS_RANK_15", category: "Ranking", name: "Insight Commander" },
{ id: 9016, className: "WEEKLY_BOSS_RANK_16", category: "Ranking", name: "Chasing The Rabbit" },
{ id: 100001, className: "Kill_1_50", category: "Kills", name: "Hunter" },
{ id: 100002, className: "Kill_1_100", category: "Kills", name: "Slaughterer" },
{ id: 100005, className: "OverKill_1", category: "Overkill", name: "Adventurer" },
{ id: 100006, className: "OverKill_Starter", category: "Overkill", name: "Judge" },
{ id: 100020, className: "BossKill_1_1", category: "Kills", name: "Monster Hunter" },
{ id: 100025, className: "Revive_1_100", category: "Death", name: "Never Die" },
{ id: 100044, className: "Recipe_1_1", category: "Craft", name: "Apprentice" },
{ id: 100045, className: "Recipe_1_10", category: "Craft", name: "Artisan" },
{ id: 100102, className: "PCKill_Gla", category: "PVP", name: "Gladiator" },
{ id: 101001, className: "HairColor1", category: "Beauty Salon", name: "Metallurgist" },
{ id: 101002, className: "HairColor2", category: "Quest", name: "Trusted Ally" },
{ id: 101003, className: "HairColor3", category: "Beauty Salon", name: "Burial Ground Itinerant" },
{ id: 101004, className: "HairColor4", category: "Beauty Salon", name: "Hanaming Destroyer" },
{ id: 101021, className: "Cat", category: "Great Blessing", name: "Dae-Gil Stalker" },
{ id: 101030, className: "TournamentGift_1", category: "Tournament", name: "Spectator" },
{ id: 101031, className: "TournamentGift_2", category: "Tournament", name: "VIP" },
{ id: 101032, className: "ReinforceWin1", category: "Enhance", name: "Enhancement Master" },
{ id: 101033, className: "Shovel1", category: "Shovelling", name: "Shovel King" },
{ id: 101034, className: "INDUN1", category: "indun", name: "Talt, My Love" },
{ id: 101035, className: "Potion1", category: "Potion", name: "Glug Glug Glug" },
{ id: 101036, className: "Transport1", category: "Moving Device", name: "Novice Rider" },
{ id: 101037, className: "Transport1_", category: "Moving Device", name: "Experienced Rider" },
{ id: 101038, className: "Transport1__", category: "Moving Device", name: "Tired Rider" },
{ id: 101039, className: "FreeDungeon_under_68_1_1", category: "Hunting Ground", name: "Sicarius Scouter" },
{ id: 101040, className: "FreeDungeon_under_68_1_2", category: "Hunting Ground", name: "Sicarius Adventurer" },
{ id: 101041, className: "FreeDungeon_under_68_1_3", category: "Hunting Ground", name: "Sicarius Treasure Hunter" },
{ id: 101042, className: "FreeDungeon_startower_60_1_1", category: "Hunting Ground", name: "Legwyn Lamplighter" },
{ id: 101043, className: "FreeDungeon_startower_60_1_2", category: "Hunting Ground", name: "Starlight Collector" },
{ id: 101044, className: "FreeDungeon_startower_60_1_3", category: "Hunting Ground", name: "Starlight Transporter" },
{ id: 101045, className: "FreeDungeon_velnias_54_1_1", category: "Hunting Ground", name: "Demon Prison Scouter" },
{ id: 101046, className: "FreeDungeon_velnias_54_1_2", category: "Hunting Ground", name: "Demon Prison Explorer" },
{ id: 101047, className: "FreeDungeon_velnias_54_1_3", category: "Hunting Ground", name: "Demon Prison Treasure Hunter" },
{ id: 101048, className: "FreeDungeon_castle_67_2_1", category: "Hunting Ground", name: "Topes Fortress Scouter" },
{ id: 101049, className: "FreeDungeon_castle_67_2_2", category: "Hunting Ground", name: "Topes Fortress Adventurer" },
{ id: 101050, className: "FreeDungeon_castle_67_2_3", category: "Hunting Ground", name: "Topes Fortress Treasure Hunter" },
{ id: 101051, className: "FreeDungeon_cmine_66_2_1", category: "Hunting Ground", name: "Nevellet Quarry Scouter" },
{ id: 101052, className: "FreeDungeon_cmine_66_2_2", category: "Hunting Ground", name: "Nevellet Quarry Adventurer" },
{ id: 101053, className: "FreeDungeon_cmine_66_2_3", category: "Hunting Ground", name: "Nevellet Quarry's Treasure Hunter" },
{ id: 101054, className: "FreeDungeon_under_59_3_1", category: "Hunting Ground", name: "Oil Sack Collector" },
{ id: 101055, className: "FreeDungeon_under_59_3_2", category: "Hunting Ground", name: "Church Lamplighter" },
{ id: 101056, className: "FreeDungeon_under_59_3_3", category: "Hunting Ground", name: "Lamp Maniac" },
{ id: 101057, className: "DailyQuest1", category: "Quest", name: "Fledgling Mercenary" },
{ id: 101058, className: "DailyQuest2", category: "Quest", name: "Veteran Mercenary" },
{ id: 101059, className: "DailyQuest3", category: "Quest", name: "Rota's Trusted Mercenary" },
{ id: 101060, className: "PartyQuest1", category: "Quest", name: "Reassured Ally" },
{ id: 101061, className: "PartyQuest2", category: "Quest", name: "Trustworthy Ally" },
{ id: 101062, className: "CatButler", category: "Quest", name: "Dexter is My Boy" },
{ id: 101063, className: "Challenge_1", category: "Challenge Mode", name: "Rookie Challenger" },
{ id: 101064, className: "Challenge_2", category: "Challenge Mode", name: "Seasoned Challenger" },
{ id: 101065, className: "Challenge_3", category: "Challenge Mode", name: "Expert Challenger" },
{ id: 101066, className: "Challenge_4", category: "Challenge Mode", name: "Veteran Challenger" },
{ id: 101067, className: "Challenge_5", category: "Challenge Mode", name: "Ultimate Challenger" },
{ id: 101068, className: "UPHILL_DEFFENSE_BOSSKILL_01", category: "Uphill Defense", name: "Seasoned Uphill Slayer" },
{ id: 101069, className: "UPHILL_DEFFENSE_BOSSKILL_02", category: "Uphill Defense", name: "Expert Uphill Slayer" },
{ id: 101070, className: "UPHILL_DEFFENSE_BOSSKILL_03", category: "Uphill Defense", name: "Veteran Uphill Slayer" },
{ id: 101071, className: "UPHILL_DEFFENSE_BOSSKILL_04", category: "Uphill Defense", name: "Ultimate Uphill Slayer" },
{ id: 101072, className: "UPHILL_DEFFENSE_PROGRESS_01", category: "Uphill Defense", name: "Hill Challenger" },
{ id: 101073, className: "UPHILL_DEFFENSE_PROGRESS_02", category: "Uphill Defense", name: "Guardian of the Hills" },
{ id: 101074, className: "UPHILL_DEFFENSE_PROGRESS_03", category: "Uphill Defense", name: "Keeper of the Hills" },
{ id: 101075, className: "UPHILL_DEFFENSE_PROGRESS_04", category: "Uphill Defense", name: "Lord of the Hills" },
{ id: 101076, className: "UPHILL_DEFFENSE_STORE_01", category: "Mercenary Badge Shop", name: "Mercenary Badge Shop Customer" },
{ id: 101077, className: "UPHILL_DEFFENSE_STORE_02", category: "Mercenary Badge Shop", name: "Mercenary Badge Shop Regular" },
{ id: 101078, className: "UPHILL_DEFFENSE_STORE_03", category: "Mercenary Badge Shop", name: "Mercenary Badge Shop VIP" },
{ id: 101079, className: "UPHILL_DEFFENSE_STORE_04", category: "Mercenary Badge Shop", name: "Mercenary Badge Shop VVIP" },
{ id: 101080, className: "COLLECTION_REWARD_50", category: "Collection", name: "Jovial Collector" },
{ id: 101081, className: "COLLECTION_REWARD_100", category: "Collection", name: "Obsessive Collector" },
{ id: 110001, className: "Ancient_1", category: "Assister Cost", name: "Ember Bandit" },
{ id: 110002, className: "Ancient_2", category: "Assister Cost", name: "Singularity Inspectorate" },
{ id: 110003, className: "Ancient_3", category: "Assister Cost", name: "Infinite Challenger" },
{ id: 110004, className: "Ancient_4", category: "Assister Cost", name: "Dimension Roamer" },
{ id: 110005, className: "Ancient_5", category: "Assister Cost", name: "Dungeon Keeper" },
{ id: 110006, className: "Ancient_6", category: "Assister Cost", name: "Up to the Top" },
{ id: 110007, className: "Ancient_7", category: "Assister Cost", name: "Sturdy Defense" },
{ id: 110008, className: "Ancient_8", category: "Assister Cost", name: "Miner" },
{ id: 110009, className: "Ancient_9", category: "Assister Cost", name: "Beginner in Battle" },
{ id: 110010, className: "Ancient_10", category: "Assister Cost", name: "Figure Collector" },
{ id: 110011, className: "Ancient_11", category: "Assister Cost", name: "Boundless Limit" },
{ id: 110012, className: "Ancient_12", category: "Assister Cost", name: "Raid Expert" },
{ id: 120001, className: "Boss_Co_Op_1", category: "Joint Strike Raid", name: "Heart of a lion" },
{ id: 120002, className: "Boss_Co_Op_2", category: "Joint Strike Raid", name: "Reckless Daredevil" },
{ id: 120003, className: "Boss_Co_Op_3", category: "Joint Strike Raid", name: "Raging Imperator" },
{ id: 120004, className: "Boss_Co_Op_4", category: "Joint Strike Raid", name: "Raid Veteran" },
{ id: 120005, className: "Boss_Co_Op_5", category: "Joint Strike Raid", name: "Eternal Warrior" },
{ id: 140001, className: "Achieve_TOSHero_1", category: "Heroic Tale", name: "Nameless Hero" },
{ id: 140002, className: "Achieve_TOSHero_2", category: "Heroic Tale", name: "{img Collar_TOSHero_1 30 30}{img Collar_TOSHero_2 30 30}{img Collar_TOSHero_3 30 30}{img Collar_TOSHero_4 30 30}{img Collar_TOSHero_5 30 30}{img Collar_TOSHero_6 30 30}" },
]
