// Melia
// Database file
// level_per_grade
// Values: SkillTreeId, SkillId, JobId, UnlockGrade, LevelPerGrade, MaxLevel
// 
//---------------------------------------------------------------------------
[
{SkillTreeId:10101, SkillId:10001, JobId:1001, UnlockGrade:1, LevelPerGrade:5, MaxLevel:15},  
{SkillTreeId:40104, SkillId:40004, JobId:4001, UnlockGrade:1, LevelPerGrade:5, MaxLevel:15},  
{SkillTreeId:40105, SkillId:40005, JobId:4001, UnlockGrade:2, LevelPerGrade:5, MaxLevel:10},  
{SkillTreeId:40106, SkillId:40006, JobId:4001, UnlockGrade:2, LevelPerGrade:5, MaxLevel:10},  
{SkillTreeId:40107, SkillId:40007, JobId:4001, UnlockGrade:3, LevelPerGrade:5, MaxLevel:5},  
{SkillTreeId:40201, SkillId:40201, JobId:4002, UnlockGrade:1, LevelPerGrade:5, MaxLevel:15},  
{SkillTreeId:40202, SkillId:40202, JobId:4002, UnlockGrade:1, LevelPerGrade:5, MaxLevel:15},  
{SkillTreeId:40203, SkillId:40203, JobId:4002, UnlockGrade:1, LevelPerGrade:5, MaxLevel:15},  
{SkillTreeId:40204, SkillId:40204, JobId:4002, UnlockGrade:1, LevelPerGrade:5, MaxLevel:5},  
{SkillTreeId:40205, SkillId:40205, JobId:4002, UnlockGrade:2, LevelPerGrade:5, MaxLevel:10},  
{SkillTreeId:40206, SkillId:40206, JobId:4002, UnlockGrade:2, LevelPerGrade:5, MaxLevel:10},  
{SkillTreeId:40207, SkillId:40207, JobId:4002, UnlockGrade:3, LevelPerGrade:5, MaxLevel:5},  
{SkillTreeId:40301, SkillId:40101, JobId:4003, UnlockGrade:1, LevelPerGrade:5, MaxLevel:15},  
{SkillTreeId:40302, SkillId:40102, JobId:4003, UnlockGrade:1, LevelPerGrade:5, MaxLevel:15},  
{SkillTreeId:40303, SkillId:40103, JobId:4003, UnlockGrade:1, LevelPerGrade:5, MaxLevel:15},  
{SkillTreeId:40304, SkillId:40104, JobId:4003, UnlockGrade:1, LevelPerGrade:5, MaxLevel:15},  
{SkillTreeId:40305, SkillId:40105, JobId:4003, UnlockGrade:2, LevelPerGrade:5, MaxLevel:10},  
{SkillTreeId:40306, SkillId:40106, JobId:4003, UnlockGrade:3, LevelPerGrade:5, MaxLevel:5},  
{SkillTreeId:40401, SkillId:40301, JobId:4004, UnlockGrade:1, LevelPerGrade:5, MaxLevel:15},  
{SkillTreeId:40402, SkillId:40302, JobId:4004, UnlockGrade:1, LevelPerGrade:5, MaxLevel:15},  
{SkillTreeId:40403, SkillId:40303, JobId:4004, UnlockGrade:1, LevelPerGrade:5, MaxLevel:1},  
{SkillTreeId:40404, SkillId:40304, JobId:4004, UnlockGrade:1, LevelPerGrade:5, MaxLevel:15},  
{SkillTreeId:40405, SkillId:40305, JobId:4004, UnlockGrade:2, LevelPerGrade:5, MaxLevel:10},  
{SkillTreeId:40406, SkillId:40306, JobId:4004, UnlockGrade:2, LevelPerGrade:5, MaxLevel:10},  
{SkillTreeId:40407, SkillId:40307, JobId:4004, UnlockGrade:2, LevelPerGrade:5, MaxLevel:10},  
{SkillTreeId:40408, SkillId:40308, JobId:4004, UnlockGrade:3, LevelPerGrade:5, MaxLevel:5},  
{SkillTreeId:40409, SkillId:40309, JobId:4004, UnlockGrade:3, LevelPerGrade:5, MaxLevel:5},  
{SkillTreeId:40501, SkillId:40906, JobId:4005, UnlockGrade:1, LevelPerGrade:5, MaxLevel:15},  
{SkillTreeId:40502, SkillId:40902, JobId:4005, UnlockGrade:1, LevelPerGrade:5, MaxLevel:15},  
{SkillTreeId:40503, SkillId:40905, JobId:4005, UnlockGrade:1, LevelPerGrade:5, MaxLevel:15},  
{SkillTreeId:40504, SkillId:40904, JobId:4005, UnlockGrade:1, LevelPerGrade:5, MaxLevel:15},  
{SkillTreeId:40505, SkillId:40903, JobId:4005, UnlockGrade:1, LevelPerGrade:5, MaxLevel:15},  
{SkillTreeId:40506, SkillId:40901, JobId:4005, UnlockGrade:1, LevelPerGrade:5, MaxLevel:15},  
{SkillTreeId:40601, SkillId:40501, JobId:4006, UnlockGrade:1, LevelPerGrade:5, MaxLevel:15},  
{SkillTreeId:40602, SkillId:40502, JobId:4006, UnlockGrade:1, LevelPerGrade:5, MaxLevel:1},  
{SkillTreeId:40603, SkillId:40504, JobId:4006, UnlockGrade:1, LevelPerGrade:5, MaxLevel:15},  
{SkillTreeId:40604, SkillId:40503, JobId:4006, UnlockGrade:1, LevelPerGrade:5, MaxLevel:15},  
{SkillTreeId:40605, SkillId:40505, JobId:4006, UnlockGrade:2, LevelPerGrade:5, MaxLevel:10},  
{SkillTreeId:40606, SkillId:40506, JobId:4006, UnlockGrade:3, LevelPerGrade:5, MaxLevel:5},  
{SkillTreeId:40701, SkillId:40401, JobId:4007, UnlockGrade:1, LevelPerGrade:5, MaxLevel:15},  
{SkillTreeId:40702, SkillId:40402, JobId:4007, UnlockGrade:1, LevelPerGrade:5, MaxLevel:15},  
{SkillTreeId:40703, SkillId:40403, JobId:4007, UnlockGrade:1, LevelPerGrade:5, MaxLevel:15},  
{SkillTreeId:40704, SkillId:40404, JobId:4007, UnlockGrade:1, LevelPerGrade:5, MaxLevel:15},  
{SkillTreeId:40705, SkillId:40405, JobId:4007, UnlockGrade:2, LevelPerGrade:5, MaxLevel:10},  
{SkillTreeId:40706, SkillId:40406, JobId:4007, UnlockGrade:2, LevelPerGrade:5, MaxLevel:10},  
{SkillTreeId:40707, SkillId:40407, JobId:4007, UnlockGrade:3, LevelPerGrade:5, MaxLevel:5},  
{SkillTreeId:40801, SkillId:41001, JobId:4008, UnlockGrade:1, LevelPerGrade:5, MaxLevel:15},  
{SkillTreeId:40802, SkillId:41002, JobId:4008, UnlockGrade:1, LevelPerGrade:5, MaxLevel:15},  
{SkillTreeId:40803, SkillId:41003, JobId:4008, UnlockGrade:1, LevelPerGrade:5, MaxLevel:15},  
{SkillTreeId:40804, SkillId:41004, JobId:4008, UnlockGrade:1, LevelPerGrade:5, MaxLevel:1},  
{SkillTreeId:40805, SkillId:41005, JobId:4008, UnlockGrade:1, LevelPerGrade:5, MaxLevel:15},  
{SkillTreeId:40806, SkillId:41006, JobId:4008, UnlockGrade:1, LevelPerGrade:5, MaxLevel:15},  
{SkillTreeId:40807, SkillId:41007, JobId:4008, UnlockGrade:1, LevelPerGrade:5, MaxLevel:1},  
{SkillTreeId:40808, SkillId:41008, JobId:4008, UnlockGrade:1, LevelPerGrade:5, MaxLevel:10},  
{SkillTreeId:40809, SkillId:41009, JobId:4008, UnlockGrade:1, LevelPerGrade:5, MaxLevel:15},  
{SkillTreeId:40901, SkillId:40701, JobId:4009, UnlockGrade:1, LevelPerGrade:5, MaxLevel:15},  
{SkillTreeId:40902, SkillId:40702, JobId:4009, UnlockGrade:1, LevelPerGrade:5, MaxLevel:15},  
{SkillTreeId:40903, SkillId:40703, JobId:4009, UnlockGrade:1, LevelPerGrade:5, MaxLevel:15},  
{SkillTreeId:40904, SkillId:40704, JobId:4009, UnlockGrade:1, LevelPerGrade:5, MaxLevel:15},  
{SkillTreeId:40905, SkillId:40706, JobId:4009, UnlockGrade:2, LevelPerGrade:5, MaxLevel:10},  
{SkillTreeId:40906, SkillId:40705, JobId:4009, UnlockGrade:2, LevelPerGrade:5, MaxLevel:10},  
{SkillTreeId:40907, SkillId:40707, JobId:4009, UnlockGrade:2, LevelPerGrade:5, MaxLevel:10},  
{SkillTreeId:40908, SkillId:40708, JobId:4009, UnlockGrade:2, LevelPerGrade:5, MaxLevel:10},  
{SkillTreeId:41001, SkillId:40801, JobId:4010, UnlockGrade:1, LevelPerGrade:5, MaxLevel:15},  
{SkillTreeId:41002, SkillId:40802, JobId:4010, UnlockGrade:1, LevelPerGrade:5, MaxLevel:15},  
{SkillTreeId:41003, SkillId:40803, JobId:4010, UnlockGrade:1, LevelPerGrade:5, MaxLevel:15},  
{SkillTreeId:41005, SkillId:40804, JobId:4010, UnlockGrade:2, LevelPerGrade:5, MaxLevel:10},  
{SkillTreeId:41006, SkillId:40805, JobId:4010, UnlockGrade:2, LevelPerGrade:5, MaxLevel:10},  
{SkillTreeId:41101, SkillId:40601, JobId:4011, UnlockGrade:1, LevelPerGrade:5, MaxLevel:15},  
{SkillTreeId:41102, SkillId:40602, JobId:4011, UnlockGrade:1, LevelPerGrade:5, MaxLevel:15},  
{SkillTreeId:41103, SkillId:40603, JobId:4011, UnlockGrade:1, LevelPerGrade:5, MaxLevel:15},  
{SkillTreeId:41104, SkillId:40604, JobId:4011, UnlockGrade:1, LevelPerGrade:5, MaxLevel:15},  
{SkillTreeId:41105, SkillId:40605, JobId:4011, UnlockGrade:2, LevelPerGrade:5, MaxLevel:10},  
{SkillTreeId:41106, SkillId:40606, JobId:4011, UnlockGrade:3, LevelPerGrade:5, MaxLevel:5},  
{SkillTreeId:90001, SkillId:2111, JobId:9001, UnlockGrade:1, LevelPerGrade:5, MaxLevel:1},  
{SkillTreeId:90002, SkillId:2112, JobId:9001, UnlockGrade:1, LevelPerGrade:5, MaxLevel:1},  
{SkillTreeId:90003, SkillId:2113, JobId:9001, UnlockGrade:1, LevelPerGrade:5, MaxLevel:1},  
{SkillTreeId:90004, SkillId:2114, JobId:9001, UnlockGrade:1, LevelPerGrade:5, MaxLevel:1},  
{SkillTreeId:90005, SkillId:2115, JobId:9001, UnlockGrade:1, LevelPerGrade:5, MaxLevel:1}]
